city,lat,lon,performer,year
"Binghamton, NY",42.096968,-75.914341,Jackie Lane,1935
"Scranton, PA",41.4086874,-75.6621294,Jackie Lane,1935
"Lansing, MI",42.7337712,-84.5553805,Jackie Lane,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Jackie Lane,1936
"Sandusky, OH",41.4561002,-82.7115813,Jackie Lane,1937
"Richmond, IN",33.715307,-117.7629546,Jackie Lane,1937
"Benton Harbor, MI",42.1167065,-86.4541894,Jackie Lane,1937
"Benton Harbor, MI",42.1167065,-86.4541894,Jackie Lane,1938
"New York, NY",40.7127281,-74.0060152,Jackie Law,1933
"New York, NY",40.7127281,-74.0060152,Jackie Lee,1933
"Hartford, CT",41.7655582,-72.69061276146614,Jackie Lee,1938
"San Francisco, CA",37.7790262,-122.4199061,Jackie Lopez,1938
"San Francisco, CA",37.7790262,-122.4199061,Jackie Lopez,1939
"New York, NY",40.7127281,-74.0060152,Jackie Lorraine,1934
"Albany, NY",42.6511674,-73.754968,Jackie Lorraine,1935
"Syracuse, NY",43.0481221,-76.1474244,Jackie Lynch,1935
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1930
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1931
"Los Angeles, CA",34.0536909,-118.242766,Jackie Maye,1932
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1932
"Miami, FL",25.7741728,-80.19362,Jackie Maye,1933
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1933
"Miami, FL",25.7741728,-80.19362,Jackie Maye,1934
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1934
"Baltimore, MD",39.2908816,-76.610759,Jackie Maye,1935
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1935
"Cleveland, OH",41.5051613,-81.6934446,Jackie Maye,1936
"Boston, MA",42.3602534,-71.0582912,Jackie Maye,1936
"Kansas City, MO",39.100105,-94.5781416,Jackie Maye,1937
"Philadelphia, PA",39.9527237,-75.1635262,Jackie Maye,1937
"San Antonio, TX",29.4246002,-98.4951405,Jackie Maye,1937
"New York, NY",40.7127281,-74.0060152,Jackie Maye,1937
"Miami, FL",25.7741728,-80.19362,Jackie Maye,1937
"Miami, FL",25.7741728,-80.19362,Jackie Maye,1939
"San Francisco, CA",37.7790262,-122.4199061,Jackie Maye,1940
"Sandusky, OH",41.4561002,-82.7115813,Jackie Starr,1937
"Rock Island, IL",41.4411786,-90.5766144,Jackie Starr,1938
"Minneapolis, MN",44.9772995,-93.2654692,Jackie Starr,1939
"Cleveland, OH",41.5051613,-81.6934446,Jackie Starr,1939
"Detroit, MI",42.3315509,-83.0466403,Jackie Starr,1940
"Hazleton, PA",40.9646867,-75.9852789,Jackie Thomas,1935
"Asbury Park, NJ",40.2203907,-74.0120817,Jackie Thomas,1935
"New York, NY",40.7127281,-74.0060152,Jackie Thomas,1935
"Binghamton, NY",42.096968,-75.914341,Jacquette La Marr,1934
"New York, NY",40.7127281,-74.0060152,Jacquette La Marr,1935
"Jamestown, NY",42.0970023,-79.2353259,Jacquette La Marr,1935
"Syracuse, NY",43.0481221,-76.1474244,Jacquette La Marr,1935
"Binghamton, NY",42.096968,-75.914341,Jacquette La Marr,1935
"Warren, PA",41.843949,-79.145045,Jacquette La Marr,1935
"Scranton, PA",41.4086874,-75.6621294,Jacquette La Marr,1935
"Lansing, MI",42.7337712,-84.5553805,Jacquette La Marr,1936
"Lima, OH",40.7399785,-84.105006,Jacquette La Marr,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Jacquette La Marr,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Jacquette La Marr,1937
"Wappingers Falls, NY",41.5965635,-73.9112103,James Casalino,1935
"Albany, NY",42.6511674,-73.754968,James Costa,1934
"Wappingers Falls, NY",41.5965635,-73.9112103,James E. Myers,1935
"Albany, NY",42.6511674,-73.754968,James Lyons,1934
"Baltimore, MD",39.2908816,-76.610759,James Riley,1930
"New York, NY",40.7127281,-74.0060152,Jarahal,1930
"New York, NY",40.7127281,-74.0060152,Jarahal,1934
"New York, NY",40.7127281,-74.0060152,Jarahal,1935
"New York, NY",40.7127281,-74.0060152,Jay Albert,1938
"Minneapolis, MN",44.9772995,-93.2654692,Jean Arnold,1938
"Detroit, MI",42.3315509,-83.0466403,Jean Arnold,1940
"Harrisburg, PA",40.2663107,-76.8861122,Jean Cook,1935
"Benton Harbor, MI",42.1167065,-86.4541894,Jean Darling,1934
"Hazleton, PA",40.9646867,-75.9852789,Jean Darling,1935
"Lansing, MI",42.7337712,-84.5553805,Jean Darling,1936
"Richmond, IN",33.715307,-117.7629546,Jean Darling,1937
"Benton Harbor, MI",42.1167065,-86.4541894,Jean Darling,1937
"Syracuse, NY",43.0481221,-76.1474244,Jean Farrelly,1935
"Albany, NY",42.6511674,-73.754968,Jean Farrelly,1935
"Saratoga Springs, NY",43.0821793,-73.7853915,Jean Farrelly,1935
"Albany, NY",42.6511674,-73.754968,Jean Jennings,1940
"New York, NY",40.7127281,-74.0060152,Jean La Monte,1935
"Jamestown, NY",42.0970023,-79.2353259,Jean La Monte,1935
"Syracuse, NY",43.0481221,-76.1474244,Jean La Monte,1935
"Warren, PA",41.843949,-79.145045,Jean La Monte,1935
"Pittsburgh, PA",40.4416941,-79.9900861,Jean La Monte,1935
"Detroit, MI",42.3315509,-83.0466403,Jean La Monte,1937
"Miami, FL",25.7741728,-80.19362,Jean La Monte,1939
"Detroit, MI",42.3315509,-83.0466403,Jean La Monte,1940
"Buffalo, NY",42.8867166,-78.8783922,Jean La Rae,1933
"Pottsville, PA",40.6851324,-76.1953701,Jean La Rae,1933
"Wilkes-Barre, PA",41.2464824,-75.8817316,Jean La Rae,1937
"Philadelphia, PA",39.9527237,-75.1635262,Jean La Rae,1937
"Chicago, IL",41.8755616,-87.6244212,Jean La Rue,1937
"Chicago, IL",41.8755616,-87.6244212,Jean La Rue,1938
"Chicago, IL",41.8755616,-87.6244212,Jean LaMarr,1934
"New York, NY",40.7127281,-74.0060152,Jean LaMarr,1938
"New York, NY",40.7127281,-74.0060152,Jean Lures,1934
"New York, NY",40.7127281,-74.0060152,Jean Malin,1930
"New York, NY",40.7127281,-74.0060152,Jean Malin,1931
"Los Angeles, CA",34.0536909,-118.242766,Jean Malin,1932
"New York, NY",40.7127281,-74.0060152,Jean Malin,1932
"Los Angeles, CA",34.0536909,-118.242766,Jean Malin,1933
"New York, NY",40.7127281,-74.0060152,Jean Malin,1933
"Syracuse, NY",43.0481221,-76.1474244,Jean Marlow,1935
"New York, NY",40.7127281,-74.0060152,Jean Osborne,1934
"New York, NY",40.7127281,-74.0060152,Jean Osborne,1936
"Philadelphia, PA",39.9527237,-75.1635262,Jean Osborne,1937
"Los Angeles, CA",34.0536909,-118.242766,Jean Russell,1933
"San Francisco, CA",37.7790262,-122.4199061,Jean Russell,1933
"Miami, FL",25.7741728,-80.19362,Jean Russell,1933
"Milwaukee, WI",43.0349931,-87.922497,Jean Russell,1933
"Hollywood, FL",26.0112014,-80.1494901,Jean Russell,1934
"Miami, FL",25.7741728,-80.19362,Jean Russell,1934
"Hollywood, FL",26.0112014,-80.1494901,Jean Russell,1936
"Miami, FL",25.7741728,-80.19362,Jean Russell,1936
"Detroit, MI",42.3315509,-83.0466403,Jean Russell,1940
"Miami, FL",25.7741728,-80.19362,Jean Taylor,1935
"Chicago, IL",41.8755616,-87.6244212,Jean Taylor,1935
"Baltimore, MD",39.2908816,-76.610759,Jean Val Jean,1938
"St. Louis, MO",38.6529545,-90.24111656024635,Jean Val Jean,1938
"Cleveland, OH",41.5051613,-81.6934446,Jene Cortez,1936
"Syracuse, NY",43.0481221,-76.1474244,Jerry Clayton,1935
"Nassau, NY",42.5159145,-73.6101159,Jerry Clayton,1935
"New York, NY",40.7127281,-74.0060152,Jerry Clayton,1935
"Cleveland, OH",41.5051613,-81.6934446,Jerry Clayton,1936
"San Francisco, CA",37.7790262,-122.4199061,Jerry Clayton,1938
"San Francisco, CA",37.7790262,-122.4199061,Jerry Clayton,1939
"San Francisco, CA",37.7790262,-122.4199061,Jerry Clayton,1940
"Baltimore, MD",39.2908816,-76.610759,Jerry Faye,1936
"Youngstown, OH",41.1035786,-80.6520161,Jerry Faye,1936
"Columbus, OH",39.9622601,-83.0007065,Jerry Faye,1937
"Syracuse, NY",43.0481221,-76.1474244,Jerry Francis,1935
"Atlantic City, NJ",39.3642852,-74.4229351,Jerry Francis,1935
"New York, NY",40.7127281,-74.0060152,Jerry Francis,1935
"Pittsburgh, PA",40.4416941,-79.9900861,Jerry Girard,1937
"Warren, PA",41.843949,-79.145045,Jerry Nelson,1935
"Jamestown, NY",42.0970023,-79.2353259,Jerry Nelson,1935
"Nassau, NY",42.5159145,-73.6101159,Jerry Podinsky,1935
"New York, NY",40.7127281,-74.0060152,Jerry Podinsky,1935
"Baltimore, MD",39.2908816,-76.610759,Jerry Trevor,1935
"Detroit, MI",42.3315509,-83.0466403,Jerry Vaughn,1940
"Youngstown, OH",41.1035786,-80.6520161,Jessie Lee,1936
"Miami, FL",25.7741728,-80.19362,Jessie Rogers,1938
"Chicago, IL",41.8755616,-87.6244212,Jimmie Gleen,1938
"Albany, NY",42.6511674,-73.754968,Jimmie Sheri,1935
"New York, NY",40.7127281,-74.0060152,Jimmie Sheri,1936
"Chicago, IL",41.8755616,-87.6244212,Jimmy Carrigan,1933
"Baltimore, MD",39.2908816,-76.610759,Jimmy Travis,1938
"New Orleans, LA",29.9499323,-90.0701156,Jimmy Travis,1938
"Miami, FL",25.7741728,-80.19362,Jo-Jo,1934
"Miami, FL",25.7741728,-80.19362,Joan Rogers,1939
"Miami, FL",25.7741728,-80.19362,Joann O'Brien,1939
"Pittsburgh, PA",40.4416941,-79.9900861,Joanne Crawford,1936
"Chicago, IL",41.8755616,-87.6244212,Joanne Crawford,1937
"Chicago, IL",41.8755616,-87.6244212,Joanne Crawford,1938
"Chicago, IL",41.8755616,-87.6244212,Joanne Crawford,1939
"Asbury Park, NJ",40.2203907,-74.0120817,Joe Canary,1934
"New York, NY",40.7127281,-74.0060152,Joe Cook,1935
"Chicago, IL",41.8755616,-87.6244212,Joe Hart,1938
"New York, NY",40.7127281,-74.0060152,Joe Johnson,1938
"New York, NY",40.7127281,-74.0060152,Joe Johnson,1939
"New York, NY",40.7127281,-74.0060152,Joe Lewis,1931
"San Francisco, CA",37.7790262,-122.4199061,Joe Renard,1940
"Chicago, IL",41.8755616,-87.6244212,Joe Robinson,1936
"New York, NY",40.7127281,-74.0060152,John D. May,1935
"New York, NY",40.7127281,-74.0060152,John Koss,1934
"Detroit, MI",42.3315509,-83.0466403,John Lonas,1937
"Youngstown, OH",41.1035786,-80.6520161,John Lonas,1937
"Pinedale, WY",42.8687119,-109.8710028084494,John Lonas,1940
"Detroit, MI",42.3315509,-83.0466403,John Lonas,1940
"Miami, FL",25.7741728,-80.19362,Johnnie Langstone,1939
"Cincinnati, OH",39.1014537,-84.5124602,Johnny Blease,1934
"Los Angeles, CA",34.0536909,-118.242766,Johnny David,1935
"San Antonio, TX",29.4246002,-98.4951405,Johnny David,1936
"San Francisco, CA",37.7790262,-122.4199061,Johnny David,1937
"Philadelphia, PA",39.9527237,-75.1635262,Johnny Hudgins,1932
"Utica, NY",43.1009031,-75.2326641,Johnny Kaye,1934
"Albany, NY",42.6511674,-73.754968,Johnny Kaye,1934
"Buffalo, NY",42.8867166,-78.8783922,Johnny Kaye,1934
"Atlantic City, NJ",39.3642852,-74.4229351,Johnny Kaye,1934
"Buffalo, NY",42.8867166,-78.8783922,Johnny Kaye,1935
"Hazleton, PA",40.9646867,-75.9852789,Johnny Kaye,1935
"Nassau, NY",42.5159145,-73.6101159,Johnny Kaye,1935
"New York, NY",40.7127281,-74.0060152,Johnny Kaye,1935
"Syracuse, NY",43.0481221,-76.1474244,Johnny Kaye,1935
"Albany, NY",42.6511674,-73.754968,Johnny Kaye,1935
"Lowville, NY",43.786711,-75.49221,Johnny Kaye,1935
"Atlantic City, NJ",39.3642852,-74.4229351,Johnny Kaye,1935
"Massillon, OH",40.7965119,-81.5231597,Johnny Kaye,1936
"East Liverpool, OH",40.6186756,-80.5772928,Johnny Kaye,1936
"Los Angeles, CA",34.0536909,-118.242766,Johnny Kaye,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Johnny Kaye,1936
"Seattle, WA",47.6038321,-122.3300624,Johnny Kaye,1937
"Kansas City, MO",39.100105,-94.5781416,Johnny Kaye,1937
Washington DC,38.8950368,-77.0365427,Johnny Kaye,1937
"East Liverpool, OH",40.6186756,-80.5772928,Johnny Kaye,1937
"Reno, NV",39.5261206,-119.8126581,Johnny Kaye,1937
"Houston, TX",29.7589382,-95.3676974,Johnny Kaye,1938
"San Antonio, TX",29.4246002,-98.4951405,Johnny Kaye,1938
"Miami, FL",25.7741728,-80.19362,Johnny Mangum,1933
"Chicago, IL",41.8755616,-87.6244212,Johnny Mangum,1933
"Sheboygan, WI",43.7508284,-87.71453,Johnny Mangum,1934
"Albany, NY",42.6511674,-73.754968,Johnny Mangum,1934
"Chicago, IL",41.8755616,-87.6244212,Johnny Mangum,1934
"Los Angeles, CA",34.0536909,-118.242766,Johnny Mangum,1935
"Cleveland, OH",41.5051613,-81.6934446,Johnny Mangum,1935
"Baltimore, MD",39.2908816,-76.610759,Johnny Mangum,1935
"New York, NY",40.7127281,-74.0060152,Johnny Mangum,1935
"Saratoga Springs, NY",43.0821793,-73.7853915,Johnny Mangum,1935
"Kansas City, MO",39.100105,-94.5781416,Johnny Mangum,1937
"Miami, FL",25.7741728,-80.19362,Johnny Mangum,1937
"San Francisco, CA",37.7790262,-122.4199061,Johnny Mangum,1938
"San Francisco, CA",37.7790262,-122.4199061,Johnny Mangum,1939
"Miami, FL",25.7741728,-80.19362,Johnny Mangum,1939
"Miami, FL",25.7741728,-80.19362,Johnny Mangum,1940
"Detroit, MI",42.3315509,-83.0466403,Johnny Mangum,1940
"Detroit, MI",42.3315509,-83.0466403,Jose Del Rio,1940
"New York, NY",40.7127281,-74.0060152,Joseph Bart,1931
"New York, NY",40.7127281,-74.0060152,José Ayala,1934
"Dayton, OH",39.7589478,-84.1916069,Jud King,1936
"Cleveland, OH",41.5051613,-81.6934446,Julia Stevens,1936
"New York, NY",40.7127281,-74.0060152,Julian Eltinge,1931
"New York, NY",40.7127281,-74.0060152,Julian Eltinge,1940
"Albany, NY",42.6511674,-73.754968,June Beal,1940
"Los Angeles, CA",34.0536909,-118.242766,Karlon Owens,1935
"New York, NY",40.7127281,-74.0060152,Karyl Norman,1930
"New York, NY",40.7127281,-74.0060152,Karyl Norman,1931
"Los Angeles, CA",34.0536909,-118.242766,Karyl Norman,1932
"Chicago, IL",41.8755616,-87.6244212,Karyl Norman,1932
"Los Angeles, CA",34.0536909,-118.242766,Karyl Norman,1933
"New York, NY",40.7127281,-74.0060152,Karyl Norman,1934
"Chicago, IL",41.8755616,-87.6244212,Karyl Norman,1934
"Cincinnati, OH",39.1014537,-84.5124602,Karyl Norman,1935
"New York, NY",40.7127281,-74.0060152,Karyl Norman,1935
"Lincoln, NE",40.8088861,-96.7077751,Karyl Norman,1936
"Boston, MA",42.3602534,-71.0582912,Karyl Norman,1936
"New York, NY",40.7127281,-74.0060152,Karyl Norman,1937
"Cleveland, OH",41.5051613,-81.6934446,Karyl Norman,1939
"Detroit, MI",42.3315509,-83.0466403,Karyl Norman,1940
"New York, NY",40.7127281,-74.0060152,Keane Waters,1931
"Massillon, OH",40.7965119,-81.5231597,Kenn King,1936
"East Liverpool, OH",40.6186756,-80.5772928,Kenn King,1936
"Los Angeles, CA",34.0536909,-118.242766,Kenn King,1936
"Sandusky, OH",41.4561002,-82.7115813,"Kit (""Titanic"") Russell",1937
Washington DC,38.8950368,-77.0365427,Kitty May,1933
"Corpus Christi, TX",27.7477253,-97.4014129,Kitty May,1936
"New York, NY",40.7127281,-74.0060152,La Belle Rose,1930
"New York, NY",40.7127281,-74.0060152,La Belle Rose,1932
"New York, NY",40.7127281,-74.0060152,La Belle Rose,1933
"Massillon, OH",40.7965119,-81.5231597,La Carmentita,1936
"Akron, OH",41.083064,-81.518485,La Carmentita,1936
"Chicago, IL",41.8755616,-87.6244212,Lady Doris,1936
"Springfield, IL",39.7990175,-89.6439575,Lanny Brice,1937
"Detroit, MI",42.3315509,-83.0466403,Lanny Brice,1937
"Jamestown, NY",42.0970023,-79.2353259,Lanny Brice,1937
"Sikeston, MO",36.876719,-89.5878579,Lanny Brice,1938
OH,40.2253569,-82.6881395,Lanny Brice,1938
"Jamestown, NY",42.0970023,-79.2353259,Larry Turner,1935
"Akron, OH",41.083064,-81.518485,Larry West,1936
"Lansing, MI",42.7337712,-84.5553805,Lee Carroll,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Lee Carroll,1936
"Youngstown, OH",41.1035786,-80.6520161,Lee Carroll,1936
"Massillon, OH",40.7965119,-81.5231597,Lee Carroll,1937
"Akron, OH",41.083064,-81.518485,Lee Carroll,1937
"Massillon, OH",40.7965119,-81.5231597,Lee Carroll,1939
"Los Angeles, CA",34.0536909,-118.242766,Lee Mason,1932
"East Liverpool, OH",40.6186756,-80.5772928,Lee Moore,1937
"Chicago, IL",41.8755616,-87.6244212,Lena Rivers,1933
"Kansas City, MO",39.100105,-94.5781416,Lena Rivers,1935
"San Antonio, TX",29.4246002,-98.4951405,Lena Rivers,1936
"Kansas City, MO",39.100105,-94.5781416,Lena Rivers,1936
"Youngstown, OH",41.1035786,-80.6520161,Lena Rivers,1936
"Columbus, OH",39.9622601,-83.0007065,Lena Rivers,1937
"Philadelphia, PA",39.9527237,-75.1635262,Lena Rivers,1937
"Kansas City, MO",39.100105,-94.5781416,Lena Rivers,1937
"Kansas City, MO",39.100105,-94.5781416,Lena Rivers,1938
"Milwaukee, WI",43.0349931,-87.922497,Leon Fredericks,1933
"Cincinnati, OH",39.1014537,-84.5124602,Leon Fredericks,1934
"Chicago, IL",41.8755616,-87.6244212,Leon Fredericks,1934
"Kansas City, MO",39.100105,-94.5781416,Leon Fredericks,1937
"San Francisco, CA",37.7790262,-122.4199061,Leon Fredrick,1936
"New York, NY",40.7127281,-74.0060152,Leon LaVerde,1931
"Chicago, IL",41.8755616,-87.6244212,Leon LaVerde,1932
"Chicago, IL",41.8755616,-87.6244212,Leon LaVerde,1933
"New York, NY",40.7127281,-74.0060152,Leon LaVerde,1934
"Chicago, IL",41.8755616,-87.6244212,Leon LaVerde,1934
"Cleveland, OH",41.5051613,-81.6934446,Leon LaVerde,1935
"Miami, FL",25.7741728,-80.19362,Leon LaVerde,1935
"Havana, Cuba",23.135305,-82.3589631,Leon LaVerde,1935
"Cleveland, OH",41.5051613,-81.6934446,Leon LaVerde,1936
"San Francisco, CA",37.7790262,-122.4199061,Leon LaVerde,1938
"Cleveland, OH",41.5051613,-81.6934446,Leon LaVerde,1938
"San Francisco, CA",37.7790262,-122.4199061,Leon LaVerde,1939
"New York, NY",40.7127281,-74.0060152,Leon Mirabeau,1931
"Massillon, OH",40.7965119,-81.5231597,Leonard Jans,1936
"East Liverpool, OH",40.6186756,-80.5772928,Leonard Jans,1936
"Los Angeles, CA",34.0536909,-118.242766,Leonard Jans,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Leonard Jans,1936
"Los Angeles, CA",34.0536909,-118.242766,Leonard Soules,1933
"San Francisco, CA",37.7790262,-122.4199061,Leonard Soules,1933
"New York, NY",40.7127281,-74.0060152,Lester Lamont,1930
"New York, NY",40.7127281,-74.0060152,Lester Lamont,1931
"New York, NY",40.7127281,-74.0060152,Lester Lamont,1933
"Pottstown, PA",40.2452976,-75.6496424,Lester Lamont,1935
"New York, NY",40.7127281,-74.0060152,Lester Lamont,1936
"Chicago, IL",41.8755616,-87.6244212,Li Kar,1933
"Cleveland, OH",41.5051613,-81.6934446,Li Kar,1935
"Miami, FL",25.7741728,-80.19362,Li Kar,1935
"Chicago, IL",41.8755616,-87.6244212,Li Kar,1935
"Cleveland, OH",41.5051613,-81.6934446,Li Kar,1936
"Columbus, OH",39.9622601,-83.0007065,Li Kar,1937
"San Francisco, CA",37.7790262,-122.4199061,Li Kar,1938
"San Francisco, CA",37.7790262,-122.4199061,Li Kar,1940
"Los Angeles, CA",34.0536909,-118.242766,Linden,1932
"Pittsburgh, PA",40.4416941,-79.9900861,Lloyd Woods,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Lloyd Woods,1937
"Philadelphia, PA",39.9527237,-75.1635262,Lloyd Woods,1937
"New York, NY",40.7127281,-74.0060152,Lou Lorraine,1938
Washington DC,38.8950368,-77.0365427,Louis Diggs,1937
Washington DC,38.8950368,-77.0365427,Louis Diggs,1938
"New York, NY",40.7127281,-74.0060152,Louis Diggs,1939
"New York, NY",40.7127281,-74.0060152,Louis Edelstein,1931
"Los Angeles, CA",34.0536909,-118.242766,Loyce Trent,1932
"New York, NY",40.7127281,-74.0060152,Lucian,1934
"Rochester, NY",43.157285,-77.615214,Lucian,1935
"New York, NY",40.7127281,-74.0060152,Lucian,1935
"Miami, FL",25.7741728,-80.19362,Lucian,1939
"Philadelphia, PA",39.9527237,-75.1635262,Lucian,1940
"Chicago, IL",41.8755616,-87.6244212,Luzetta Hall,1934
"New York, NY",40.7127281,-74.0060152,Lyle Mack,1934
"Albany, NY",42.6511674,-73.754968,Lyle Mack,1935
"Miami, FL",25.7741728,-80.19362,Lyle Mack,1935
"Chicago, IL",41.8755616,-87.6244212,Lyle Mack,1935
"Akron, OH",41.083064,-81.518485,Lyle Mack,1936
"Cleveland, OH",41.5051613,-81.6934446,Lyle Mack,1936
"Detroit, MI",42.3315509,-83.0466403,Lyle Mack,1936
"Akron, OH",41.083064,-81.518485,Lyle Mack,1937
"Detroit, MI",42.3315509,-83.0466403,Lyle Mack,1937
"Youngstown, OH",41.1035786,-80.6520161,Lyle Mack,1937
"Chicago, IL",41.8755616,-87.6244212,Lyle Page,1933
"Albany, NY",42.6511674,-73.754968,Lyle Page,1934
"Saranac Lake, NY",44.329497,-74.131279,Lyle Page,1935
"Wappingers Falls, NY",41.5965635,-73.9112103,Lyle Page,1935
"Paramus, NJ",40.9452911,-74.0735899,Lyle Page,1935
"New York, NY",40.7127281,-74.0060152,Lyle Page,1935
"Chicago, IL",41.8755616,-87.6244212,Lyle Page,1935
"Syracuse, NY",43.0481221,-76.1474244,Lyle Page,1935
"West New York, NJ",40.7856117,-74.0093129,Lyle Page,1936
"New York, NY",40.7127281,-74.0060152,Lyle Page,1936
"Peoria, IL",40.6938609,-89.5891008,Lyle Page,1937
"Asbury Park, NJ",40.2203907,-74.0120817,Lyle Page,1937
"Cincinnati, OH",39.1014537,-84.5124602,Lyle Page,1938
"Paducah, KY",37.0833893,-88.6000478,Lyle Page,1938
"Sikeston, MO",36.876719,-89.5878579,Lyle Page,1938
"Miami, FL",25.7741728,-80.19362,Lynn Castle,1935
"Miami, FL",25.7741728,-80.19362,Lynn? De Marco?,1939
"Miami, FL",25.7741728,-80.19362,Lynn? Johnson?,1939
"Miami, FL",25.7741728,-80.19362,Lynn? Johnson?,1940
"Baltimore, MD",39.2908816,-76.610759,Madam Dubarry,1935
"Pittsburgh, PA",40.4416941,-79.9900861,Manhattan Pearl,1935
"Detroit, MI",42.3315509,-83.0466403,Manhattan Pearl,1935
"Pittsburgh, PA",40.4416941,-79.9900861,Manhattan Pearl,1936
"New York, NY",40.7127281,-74.0060152,Manhattan Pearl,1937
"Albany, NY",42.6511674,-73.754968,Manuel DeMonte,1934
"Miami, FL",25.7741728,-80.19362,Margaret Cook,1935
"Chicago, IL",41.8755616,-87.6244212,Margaret Cook,1935
"Albany, NY",42.6511674,-73.754968,Marge Brown,1940
"Akron, OH",41.083064,-81.518485,Marion,1937
"Reno, NV",39.5261206,-119.8126581,Marjoram,1937
"Philadelphia, PA",39.9527237,-75.1635262,Martin Wynne,1937
"Miami, FL",25.7741728,-80.19362,Marty Deem,1933
"Lansing, MI",42.7337712,-84.5553805,Marvene Nelson,1936
"Akron, OH",41.083064,-81.518485,Mary Brennen,1937
"Akron, OH",41.083064,-81.518485,Marylin Thomas,1937
"Cincinnati, OH",39.1014537,-84.5124602,Matt Berger,1934
"Chicago, IL",41.8755616,-87.6244212,Matt Berger,1934
"New York, NY",40.7127281,-74.0060152,Max Bellow,1931
"New York, NY",40.7127281,-74.0060152,Max Lengel,1933
"New York, NY",40.7127281,-74.0060152,Max Lengel,1934
"Hazleton, PA",40.9646867,-75.9852789,Max Lengel,1935
"Reading, PA",40.335345,-75.9279495,Max Lengel,1935
"New York, NY",40.7127281,-74.0060152,Max Lengel,1935
"Pottstown, PA",40.2452976,-75.6496424,Max Lengel,1935
"Pottsville, PA",40.6851324,-76.1953701,Max Lengel,1935
"New York, NY",40.7127281,-74.0060152,Max Lengel,1938
"New York, NY",40.7127281,-74.0060152,Max Lengel,1939
"New Castle, PA",40.9999202,-80.3471856,May West of the East,1936
"Philadelphia, PA",39.9527237,-75.1635262,Melvin Evans,1937
"Harrisburg, PA",40.2663107,-76.8861122,Merry Pickford,1934
"Atlantic City, NJ",39.3642852,-74.4229351,Merry Pickford,1934
"Syracuse, NY",43.0481221,-76.1474244,Merry Pickford,1935
"New York, NY",40.7127281,-74.0060152,Merry Pickford,1935
"East Liverpool, OH",40.6186756,-80.5772928,Merry Pickford,1936
"Los Angeles, CA",34.0536909,-118.242766,Merry Pickford,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Merry Pickford,1936
"Wilmington, DE",39.7459468,-75.546589,Merry Pickford,1936
"East Liverpool, OH",40.6186756,-80.5772928,Merry Pickford,1937
"Akron, OH",41.083064,-81.518485,Merry Pickford,1937
"New York, NY",40.7127281,-74.0060152,Mickey Dell,1934
"Hazleton, PA",40.9646867,-75.9852789,Mickey Dell,1935
"Baltimore, MD",39.2908816,-76.610759,Mickey Dell,1936
"Binghamton, NY",42.096968,-75.914341,Mickey Nelson,1934
"Benton Harbor, MI",42.1167065,-86.4541894,Mickey Nelson,1934
"Olean, NY",42.0774779,-78.4298613,Mickey Nelson,1935
"New York, NY",40.7127281,-74.0060152,Mickey Nelson,1935
"Jamestown, NY",42.0970023,-79.2353259,Mickey Nelson,1935
"Syracuse, NY",43.0481221,-76.1474244,Mickey Nelson,1935
"Binghamton, NY",42.096968,-75.914341,Mickey Nelson,1935
"Scranton, PA",41.4086874,-75.6621294,Mickey Nelson,1935
"Lansing, MI",42.7337712,-84.5553805,Mickey Nelson,1936
"Lima, OH",40.7399785,-84.105006,Mickey Nelson,1936
"Dayton, OH",39.7589478,-84.1916069,Mickey Nelson,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Mickey Nelson,1937
"Lansing, MI",42.7337712,-84.5553805,Mickey Nelson,1938
"St. Louis, MO",38.6529545,-90.24111656024635,Mickey Standley,1938
"Paterson, NJ",40.9167654,-74.171811,Mickey Strauss,1934
"Newark, NJ",40.735657,-74.1723667,Mickey Strauss,1934
"New York, NY",40.7127281,-74.0060152,Mickey Strauss,1934
"Asbury Park, NJ",40.2203907,-74.0120817,Mildred Martin,1935
"Los Angeles, CA",34.0536909,-118.242766,Milton,1932
"Seattle, WA",47.6038321,-122.3300624,Milton LaMaire,1939
"New York, NY",40.7127281,-74.0060152,Miss Broadway Rose,1930
"Philadelphia, PA",39.9527237,-75.1635262,Mitzi ?,1940
"Pittsburgh, PA",40.4416941,-79.9900861,Mitzi Mantis,1940
"Lansing, MI",42.7337712,-84.5553805,Mona La Fountaine,1936
"Benton Harbor, MI",42.1167065,-86.4541894,Mona La Fountaine,1936
"Baltimore, MD",39.2908816,-76.610759,Mother/Sepia Marlene Smother/Dietrich,1934
"Baltimore, MD",39.2908816,-76.610759,Mother/Sepia Marlene Smother/Dietrich,1935
